@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute totalpkts numeric
@attribute totalsize numeric
@attribute minsize numeric
@attribute maxsize numeric
@attribute meansize numeric
@attribute stdsize numeric
@attribute kurtosisSize numeric
@attribute skewnessSize numeric
@attribute standardErrorSize numeric
@attribute miniat numeric
@attribute maxiat numeric
@attribute meaniat numeric
@attribute stdiat numeric
@attribute duration numeric
@attribute appName {'WeChat','Weibo','bilibili','iQIYI','手机淘宝','京东','Alipay','携程旅行','马蜂窝旅游','QQMusic','酷狗音乐','拼多多','今日头条','新浪新闻','Tencent news','NetEase News','抖音短视频','Meituan','Ximalaya','NetEase Music'}
@data
43210,6,443,17,3203,52,1307,188.41176,310.58295,7.68674,2.98262,75.32743,0.000007,0.697914,0.19531,0.22571,3.125038,Meituan
39670,6,80,10,1066,40,425,106.6,129.00171,1.62043,1.87935,40.79392,0.000005,0.208619,0.07681,0.07112,0.691254,马蜂窝旅游
45864,6,443,122,80332,52,1400,658.45902,658.67332,-1.92124,0.21504,59.63348,0.000001,5.759828,0.06413,0.52195,7.759922,马蜂窝旅游
40828,6,443,170,102556,40,1400,603.27059,655.65314,-1.83206,0.37733,50.2863,0,9.685636,0.07053,0.743,11.920365,马蜂窝旅游
45173,6,443,22,6125,40,1320,278.40909,406.73709,1.67357,1.7885,86.71664,0.000004,293.359898,14.25834,62.41689,299.425194,马蜂窝旅游
37855,6,443,19,1628,40,557,85.68421,116.08303,12.13802,3.71266,26.63127,0.000005,29.681348,2.23998,6.99175,40.319625,携程旅行
40576,6,443,370,234186,40,1400,632.93514,660.44658,-1.89521,0.27559,34.33498,0,18.640135,0.09215,1.07656,34.003664,马蜂窝旅游
40203,6,443,20,5630,52,1400,281.5,410.06884,2.93794,2.0924,91.69418,0.000002,1.679792,0.1642,0.37086,3.119769,马蜂窝旅游
44341,6,443,32,9251,52,1400,289.09375,450.31318,1.86038,1.8912,79.60488,0,0.298895,0.07353,0.08662,2.279316,马蜂窝旅游
42040,6,80,40,11271,40,1400,281.775,462.62428,1.68292,1.86241,73.14732,0.000002,96.990313,3.38771,15.90383,132.120776,携程旅行
40533,6,443,24,9539,52,1400,397.45833,534.48729,-0.21312,1.27534,109.10176,0.000003,0.734937,0.09436,0.16469,2.170211,Meituan
42736,6,443,508,358052,52,1400,704.82677,669.19139,-1.98587,0.06868,29.69057,0,21.539574,0.07132,1.05011,36.159085,马蜂窝旅游
47547,6,443,122,84584,52,1400,693.31148,658.31296,-1.94905,0.11831,59.60085,0,34.710647,0.75887,4.22492,91.823338,马蜂窝旅游
43868,6,443,26,8671,52,1400,333.5,480.38752,0.97591,1.64872,94.21174,0.000001,0.28712,0.06787,0.08917,1.696746,马蜂窝旅游
48191,6,80,10,1664,52,707,166.4,228.47503,1.20927,1.79534,72.25015,0.004866,0.245436,0.11335,0.07394,1.020152,酷狗音乐
49092,6,443,24,8555,52,1400,356.45833,492.97008,0.58956,1.52845,100.6271,0.000001,0.300748,0.07261,0.09372,1.670048,马蜂窝旅游
48378,6,443,25,7909,52,1400,316.36,438.96204,1.75107,1.79393,87.79241,0.000002,0.275987,0.0875,0.08487,2.100003,马蜂窝旅游
43173,6,443,26,5693,52,1400,218.96154,356.26108,6.70084,2.86861,69.86855,0,0.21771,0.07045,0.07888,1.761261,马蜂窝旅游
46954,6,80,39,22187,52,1400,568.89744,634.4492,-1.69368,0.49661,101.59318,0.000001,0.233952,0.0421,0.0708,1.599791,酷狗音乐
41893,6,443,19,5437,40,1400,286.15789,423.50086,2.4475,1.98527,97.15776,0.000006,0.219871,0.06716,0.0805,1.208956,马蜂窝旅游
7700,17,17056,183,190749,89,1145,1042.34426,281.47224,6.59196,-2.93495,20.80703,0.000002,0.405385,0.03646,0.09021,6.635452,酷狗音乐
49939,6,443,26,8979,52,1400,345.34615,509.54346,0.42527,1.53114,99.92969,0,30.211592,1.5232,5.92681,38.079925,马蜂窝旅游
37805,6,443,308,199280,40,1400,647.01299,668.12847,-1.93018,0.22956,38.07015,0,17.680002,0.06634,1.0078,20.365083,马蜂窝旅游
41895,6,443,32,8758,52,1400,273.6875,429.85124,2.25261,1.98921,75.98768,0.000001,0.356783,0.06661,0.07835,2.065017,马蜂窝旅游
41326,6,443,27,7083,52,1400,262.33333,405.22952,2.91014,2.11992,77.98646,0,0.63174,0.08308,0.13433,2.160011,马蜂窝旅游
42716,6,443,5,276,52,60,55.2,3.91918,-1.54167,0.51031,1.75271,0.094321,60.112183,15.15273,25.95742,60.610927,马蜂窝旅游
47223,6,443,306,210653,52,1400,688.4085,665.85021,-1.96665,0.12037,38.06412,0,13.279297,0.0713,0.82655,21.746234,马蜂窝旅游
46910,6,80,20,8316,52,1400,415.8,573.23848,-0.60454,1.15887,128.18002,0.000001,0.273313,0.05079,0.08517,0.965078,酷狗音乐
47063,6,443,28,9850,40,1340,351.78571,491.13814,0.12712,1.39356,92.81638,0,1.084718,0.14224,0.22472,3.840347,马蜂窝旅游
41907,6,443,24,5823,52,1400,242.625,383.62914,4.29627,2.37363,78.30797,0.000002,0.695802,0.09871,0.15614,2.270273,马蜂窝旅游
43092,6,80,104,69221,52,1400,665.58654,667.29753,-1.9501,0.19165,65.43391,0,3.114993,0.04359,0.30864,4.489901,酷狗音乐
38183,6,80,10,1195,52,530,119.5,146.9049,3.8496,2.39612,46.45541,0.000007,0.27796,0.11558,0.10807,1.040201,酷狗音乐
42391,6,443,30,7583,52,1400,252.76667,407.0121,3.6253,2.29287,74.3099,0.000003,40.043576,1.46777,7.29098,42.565469,马蜂窝旅游
37707,6,443,166,98719,40,1400,594.69277,657.8819,-1.82091,0.39605,51.06154,0,18.085029,0.12121,1.40331,19.99907,马蜂窝旅游
41789,6,443,37,8589,52,1400,232.13514,346.78003,4.74776,2.37139,57.01029,0,12.713251,0.42028,2.07925,15.130072,马蜂窝旅游
37839,6,443,401,251767,40,1400,627.84788,658.79416,-1.88403,0.29296,32.89861,0,58.757832,0.2206,3.13966,88.240562,马蜂窝旅游
37617,6,443,380,243210,40,1400,640.02632,664.97345,-1.91534,0.25144,34.11242,0,9.921029,0.04959,0.59833,18.796343,马蜂窝旅游
43870,6,443,25,7937,52,1400,317.48,452.73455,1.27913,1.68899,90.54691,0,0.287103,0.07068,0.08893,1.696227,马蜂窝旅游
45132,6,80,97,67048,52,1400,691.21649,666.01536,-1.9697,0.10363,67.62361,0,0.230452,0.01792,0.04361,1.719848,酷狗音乐
38736,6,443,472,332327,52,1400,704.08263,670.97183,-1.98791,0.06907,30.88398,0,34.437293,0.08894,1.59879,41.890447,马蜂窝旅游
45547,6,80,16,2255,40,1131,140.9375,278.15384,7.8956,3.10825,69.53846,0.000001,0.189709,0.06067,0.06527,0.909993,酷狗音乐
37825,6,443,340,245329,52,1400,721.55588,666.73678,-1.98263,0.02332,36.15888,0,13.232518,0.06484,0.7804,21.980007,马蜂窝旅游
42937,6,443,7,376,52,60,53.71429,2.91373,0.77268,1.58401,1.10128,0.004218,0.960254,0.26673,0.32401,1.600393,马蜂窝旅游
40772,6,80,12,1433,52,643,119.41667,167.25054,5.79154,2.78067,48.28107,0.000976,59.840614,8.2352,16.98888,90.587249,酷狗音乐
39898,6,80,10,1385,52,699,138.5,196.14242,4.45352,2.54407,62.02568,0.000605,1.760231,0.30287,0.52232,2.725816,酷狗音乐
39144,6,443,111,70528,52,1400,635.38739,649.6614,-1.86669,0.30566,61.66313,0.000001,21.360097,0.21674,2.02582,23.840888,马蜂窝旅游
37467,6,443,396,254514,40,1400,642.71212,664.17064,-1.91954,0.23894,33.37583,0,16.399887,0.05775,0.83828,22.810071,马蜂窝旅游
42883,6,443,26,5693,52,1400,218.96154,356.26108,6.70084,2.86861,69.86855,0,0.320725,0.0704,0.10044,1.760057,马蜂窝旅游
44265,6,443,29,9286,40,1395,320.2069,481.1283,0.83503,1.64992,89.34328,0,255.733441,10.49943,47.53299,293.984148,马蜂窝旅游
40806,6,443,20,5994,40,1400,299.7,434.71049,1.74298,1.80203,97.20422,0.000002,4.716964,0.32373,1.04012,6.150962,马蜂窝旅游
7700,17,13972,142,145725,89,1145,1026.23239,303.10735,4.79191,-2.60506,25.4362,0.000002,1.803852,0.04702,0.1716,6.630462,酷狗音乐
41306,6,443,48,16455,52,1400,342.8125,492.76087,0.37481,1.45473,71.12391,0,0.245087,0.04276,0.07347,2.009637,马蜂窝旅游
45666,6,443,964,687803,52,1400,713.48859,671.61522,-1.99363,0.03985,21.63127,0,16.710305,0.02484,0.54665,23.92027,马蜂窝旅游
48512,6,443,29,9231,40,1340,318.31034,476.97836,0.82184,1.64614,88.57266,0,81.841433,4.28724,15.9398,120.042644,马蜂窝旅游
48263,6,80,10,1177,52,461,117.7,133.44216,2.18217,2.00943,42.19812,0.000017,0.234844,0.11558,0.07555,1.040219,酷狗音乐
41070,6,443,26,7646,52,1400,294.07692,433.03916,2.16756,1.93161,84.92597,0,0.230392,0.07059,0.07568,1.764663,马蜂窝旅游
42769,6,443,25,6693,52,1400,267.72,400.94623,2.95852,2.12551,80.18925,0,119.635759,9.26345,25.59238,222.322705,马蜂窝旅游
37189,6,443,34,10533,40,1400,309.79412,473.94054,1.32591,1.75678,81.28013,0.000001,29.350811,1.40596,5.60769,46.396728,马蜂窝旅游
43110,6,80,150,103764,52,1400,691.76,670.58843,-1.9798,0.10597,54.75332,0,0.87835,0.01722,0.08706,2.565423,酷狗音乐
42572,6,443,161,108704,52,1400,675.18012,663.53416,-1.95069,0.1658,52.29382,0,28.635386,0.19303,2.25617,30.884207,马蜂窝旅游
47770,6,443,32,8049,52,1400,251.53125,400.72224,3.63966,2.26651,70.83835,0.000002,40.185131,1.37281,7.08695,42.557148,马蜂窝旅游
38261,6,80,10,1426,52,505,142.6,177.26319,0.61731,1.6671,56.05554,0.000036,0.210834,0.08838,0.07613,0.79543,酷狗音乐
39022,6,443,283,196887,52,1400,695.71378,669.33213,-1.97918,0.09637,39.78767,0,4.804454,0.02493,0.28714,7.030175,马蜂窝旅游
37235,6,443,109,57029,40,1400,523.20183,622.88353,-1.51582,0.64909,59.66142,0,17.03429,0.20518,1.65744,22.15931,马蜂窝旅游
41164,6,443,30,7587,52,1400,252.9,407.04949,3.61992,2.29134,74.31673,0,41.08135,1.50352,7.48023,43.602167,马蜂窝旅游
47231,6,443,22,5619,40,1400,255.40909,398.13128,3.65193,2.25305,84.88187,0.000002,27.430906,2.07957,6.47718,43.670935,马蜂窝旅游
45854,6,443,213,140648,52,1400,660.31925,661.88517,-1.93384,0.20841,45.35162,0,45.591394,0.60484,4.28914,128.22551,马蜂窝旅游
37665,6,443,216,131911,40,1400,610.69907,654.61338,-1.84087,0.35383,44.5408,0,14.460163,0.09055,0.99569,19.468007,马蜂窝旅游
41788,6,443,31,9211,52,1400,297.12903,448.10913,1.97081,1.91789,80.48278,0.000002,0.226608,0.05904,0.0662,1.771283,马蜂窝旅游
40398,6,80,10,1601,52,915,160.1,258.62036,5.09338,2.70711,81.78294,0.000783,10.070503,1.21447,3.13201,10.93019,酷狗音乐
48113,6,5227,21,3222,52,1086,153.42857,222.0383,12.59253,3.67063,48.45273,0.000019,239.96105,12.57457,52.18525,251.491449,马蜂窝旅游
48113,6,5227,18,4392,52,1400,244,342.13513,5.18117,2.44607,80.64202,0,32.400115,3.44842,9.24874,58.623187,马蜂窝旅游
38171,6,80,34,18276,52,1400,537.52941,624.47301,-1.55512,0.59693,107.09624,0,1.514931,0.08364,0.26376,2.760026,酷狗音乐
46930,6,80,48,30716,52,1400,639.91667,637.38815,-1.81974,0.29466,91.99906,0,0.232895,0.04426,0.07258,2.080077,酷狗音乐
37006,6,443,28,7863,52,1400,280.82143,424.11084,2.49669,2.00119,80.14941,0.000001,0.472871,0.07984,0.11664,2.155563,马蜂窝旅游
7700,17,14284,30,26027,89,1143,867.56667,435.29359,-0.63405,-1.14919,79.47337,0.000008,1.060769,0.09346,0.20955,2.71029,酷狗音乐
43660,6,443,17,4924,52,1400,289.64706,436.7045,2.33483,2.01079,105.9164,0,13.44014,0.90502,3.2376,14.480394,马蜂窝旅游
46075,6,80,9,1849,52,1275,205.44444,380.6594,4.81254,2.71786,126.88647,0.00096,9.716635,1.38954,3.15402,11.116317,马蜂窝旅游
38898,6,443,74,42003,52,1400,567.60811,635.63367,-1.67939,0.51622,73.89091,0.000001,4.480008,0.12493,0.57757,9.120121,马蜂窝旅游
7700,17,43480,36,32647,89,1143,906.86111,424.51496,-0.13279,-1.37403,70.75249,0.000003,0.666236,0.08686,0.15347,3.040193,酷狗音乐
41102,6,443,23,8344,52,1400,362.78261,477.38709,0.36752,1.39375,99.54209,0.000002,0.268636,0.08089,0.0828,1.779522,马蜂窝旅游
39002,6,443,181,123599,52,1400,682.8674,667.73944,-1.96779,0.13499,49.63268,0,7.916965,0.0587,0.58911,10.56614,马蜂窝旅游
38871,6,80,11,1959,40,1293,178.09091,354.91726,6.75184,3.05967,107.01158,0.000837,11.03991,2.17151,4.11637,21.715054,马蜂窝旅游
42282,6,443,33,10821,40,1340,327.90909,482.11236,0.57475,1.57157,83.92499,0,59.965213,3.75284,12.01321,120.090946,马蜂窝旅游
47323,6,443,240,159952,52,1400,666.46667,660.33958,-1.93849,0.19172,42.62474,0,34.681253,0.25323,2.48961,60.520811,马蜂窝旅游
41360,6,443,816,572427,40,1380,701.50368,652.3731,-1.99035,0.07604,22.83763,0,16.755184,0.03063,0.58731,24.96433,马蜂窝旅游
44429,6,443,1525,1105675,52,1400,725.03279,672.36457,-1.99707,0.00599,17.21749,0,34.716808,0.03988,0.96098,60.782126,马蜂窝旅游
41241,6,80,11,1275,40,734,115.90909,197.86977,6.53816,3.00335,59.65998,0.000001,0.270222,0.06089,0.08922,0.608876,马蜂窝旅游
41230,6,443,34,11866,52,1400,349,479.1285,0.45915,1.46399,82.16986,0.000004,0.223734,0.05379,0.07057,1.775048,马蜂窝旅游
7700,17,1808,47,44169,89,1145,939.76596,390.77317,0.64095,-1.6252,57.00012,0.000002,0.453591,0.06587,0.12156,3.030057,酷狗音乐
38879,6,80,10,1558,52,821,155.8,234.04136,4.30135,2.50654,74.01038,0.001589,10.160053,1.21781,3.16267,10.960255,酷狗音乐
44433,6,443,29,7692,40,1400,265.24138,409.29583,2.75374,2.0703,76.00433,0.000002,59.912133,2.20766,11.10549,61.814558,酷狗音乐
38169,6,80,10,1561,52,824,156.1,234.89421,4.31285,2.50937,74.28007,0.001989,0.48016,0.14553,0.13966,1.309726,酷狗音乐
42695,6,443,500,354531,52,1400,709.062,671.74512,-1.9919,0.0528,30.04136,0,9.360077,0.02531,0.41951,12.630345,马蜂窝旅游
37791,6,443,251,168423,40,1400,671.00797,667.67752,-1.95578,0.16685,42.14343,0,10.885296,0.0525,0.68753,13.125417,马蜂窝旅游
45165,6,443,17,5143,40,1400,302.52941,444.98832,1.75264,1.8156,107.92552,0.000004,0.23106,0.07502,0.08206,1.200281,马蜂窝旅游
47686,6,443,47,15801,52,1400,336.19149,483.55794,0.68644,1.54363,70.53417,0.000001,37.089111,0.9409,5.40637,43.281315,马蜂窝旅游
7700,17,41281,128,131713,89,1145,1029.00781,302.4894,5.0299,-2.6579,26.73654,0.000003,1.088054,0.05229,0.14693,6.640348,酷狗音乐
42721,6,443,379,261005,40,1400,688.66755,669.10621,-1.97785,0.11681,34.36968,0,34.71747,0.19544,2.42769,73.875879,马蜂窝旅游
48892,6,80,13,2473,52,703,190.23077,234.23005,0.90568,1.60861,64.96373,0.000054,1.839799,0.33323,0.50369,3.998805,酷狗音乐
46954,6,443,27,7621,40,1400,282.25926,420.65994,2.23065,1.94269,80.95604,0.000003,59.655085,2.36606,11.45807,61.517503,酷狗音乐
43686,6,443,7,380,52,60,54.28571,3.61403,-0.78333,1.1068,1.36598,0.064497,60.080037,10.58543,22.15377,63.512565,马蜂窝旅游
45663,6,443,24,7602,52,1400,316.75,448.19474,1.56022,1.75865,91.48737,0.000001,0.305049,0.07989,0.10017,1.837396,马蜂窝旅游
41306,6,443,542,368817,40,1380,680.47417,663.95006,-1.98193,0.09837,28.5191,0,9.13016,0.04205,0.54938,22.750388,马蜂窝旅游
39508,6,80,10,1422,52,698,142.2,198.41462,3.91239,2.41164,62.74421,0.00004,0.865157,0.20565,0.25298,1.85089,酷狗音乐
49407,6,443,24,7373,52,1400,307.20833,446.59284,1.77908,1.84125,91.16038,0.000002,0.224627,0.06321,0.07052,1.453886,马蜂窝旅游
7700,17,7700,63,62094,89,1145,985.61905,354.63258,2.25161,-2.07276,44.67951,0.000002,0.391957,0.04887,0.10128,3.030019,酷狗音乐
37633,6,443,134,73209,40,1400,546.33582,638.86338,-1.64358,0.55946,55.18939,0,8.559501,0.07699,0.73956,10.240145,马蜂窝旅游
41027,6,443,874,620809,52,1400,710.30778,670.92257,-1.99071,0.04983,22.69429,0,30.945256,0.07362,1.23309,64.266309,马蜂窝旅游
37445,6,443,572,385180,40,1400,673.39161,670.05045,-1.96216,0.14636,28.01622,0,28.335339,0.0716,1.24011,40.881777,马蜂窝旅游
44110,6,443,37,9622,52,1400,260.05405,398.18147,3.21372,2.1667,65.46063,0.000002,17.748939,0.56598,2.90585,20.375137,马蜂窝旅游
42033,6,443,23,7540,52,1400,327.82609,454.708,1.32737,1.69232,94.81317,0.000002,0.409438,0.09122,0.11716,2.006867,马蜂窝旅游
43604,6,443,29,7851,52,1400,270.72414,416.24495,2.9086,2.10508,77.29475,0,40.425373,1.5288,7.48645,42.806325,马蜂窝旅游
42360,6,443,607,433449,52,1400,714.08402,666.70566,-1.98758,0.04844,27.06075,0,79.915805,0.21012,3.54913,127.333273,马蜂窝旅游
39036,6,443,263,179824,52,1400,683.74144,667.78102,-1.96881,0.13429,41.17714,0,17.350596,0.07566,1.06987,19.822863,马蜂窝旅游
37986,6,443,32,9883,40,1400,308.84375,481.9222,1.29617,1.76943,85.19261,0,39.838696,1.67939,7.0539,52.060981,马蜂窝旅游
37521,6,443,422,274279,40,1400,649.95024,664.13414,-1.93003,0.21829,32.32954,0,31.035338,0.10297,1.56944,43.349396,马蜂窝旅游
41264,6,443,30,7584,52,1400,252.8,407.02526,3.62371,2.29243,74.3123,0.000001,39.78888,1.45624,7.24497,42.231037,马蜂窝旅游
47802,6,443,26,7496,52,1400,288.30769,447.18975,1.77641,1.85251,87.70113,0.000003,0.335182,0.07054,0.08971,1.763454,马蜂窝旅游
42031,6,443,49,14555,52,1400,297.04082,433.86041,1.42401,1.72497,61.98006,0,26.932843,0.89669,4.2475,43.041042,马蜂窝旅游
37403,6,443,376,246368,40,1400,655.23404,666.49335,-1.93649,0.20379,34.37177,0,21.930134,0.06557,1.13111,24.590572,马蜂窝旅游
37495,6,443,594,407673,40,1400,686.31818,673.6127,-1.97763,0.10543,27.63866,0,29.840119,0.05433,1.22446,32.215574,马蜂窝旅游
45848,6,443,33,9790,40,1400,296.66667,457.76676,1.48175,1.82303,79.68696,0,81.222162,3.74762,14.88809,119.923832,马蜂窝旅游
44654,6,443,74,46559,52,1400,629.17568,654.84018,-1.86986,0.3089,76.12362,0,19.576387,0.3033,2.27236,22.141235,马蜂窝旅游
39772,6,80,10,1353,52,667,135.3,187.02088,4.30889,2.50821,59.1412,0.000594,0.340131,0.15665,0.12139,1.409858,酷狗音乐
38763,6,443,22,6026,52,1400,273.90909,422.47775,2.2688,1.95948,90.07256,0.000001,0.335929,0.08772,0.09837,1.842115,马蜂窝旅游
39792,6,80,27,13615,52,1400,504.25926,622.66028,-1.42747,0.72922,119.83103,0,0.256665,0.03384,0.06196,0.87992,酷狗音乐
41426,6,443,25,7639,52,1400,305.56,442.38644,1.79056,1.8213,88.47729,0.000001,0.336725,0.07319,0.10514,1.756509,马蜂窝旅游
41196,6,443,193,118466,40,1380,613.81347,656.43321,-1.89336,0.29987,47.2511,0,19.386913,0.1105,1.39519,21.215632,马蜂窝旅游
37817,6,443,241,150080,40,1400,622.73859,661.95355,-1.88396,0.30511,42.64018,0,19.59057,0.09129,1.26198,21.910405,马蜂窝旅游
37673,6,443,234,157935,52,1400,674.9359,662.78517,-1.95089,0.16891,43.32762,0,16.884979,0.08322,1.10386,19.389171,马蜂窝旅游
38713,6,80,16,1563,40,435,97.6875,111.72327,3.59389,2.2621,27.93082,0.000014,0.254726,0.06332,0.07669,0.949765,酷狗音乐
37153,6,443,51,24691,40,1400,484.13725,566.81653,-1.14833,0.77334,79.37019,0,12.880344,0.2897,1.79966,14.485216,马蜂窝旅游
47379,6,443,22,6051,40,1400,275.04545,424.33247,2.20162,1.94123,90.46799,0.000001,1.285153,0.1219,0.27721,2.559927,马蜂窝旅游
43838,6,443,9,484,52,60,53.77778,3.32592,0.13393,1.50334,1.10864,0.121688,66.479668,16.46006,27.09434,131.680504,马蜂窝旅游
7700,17,9800,8,520,50,80,65,15,-1.85714,0,5.3033,7.077593,132.871296,29.85602,42.60727,208.992128,酷狗音乐
37035,6,80,10,994,52,337,99.4,94.24139,1.88928,1.94259,29.80174,0.000203,0.292469,0.12392,0.08806,1.115253,酷狗音乐
41034,6,443,192,129581,52,1400,674.90104,667.34445,-1.96158,0.15884,48.16144,0,24.834903,0.14243,1.79182,27.204588,马蜂窝旅游
38972,6,443,85,52428,52,1400,616.8,653.20846,-1.84837,0.34433,70.8504,0,9.619937,0.1412,1.04208,11.860928,马蜂窝旅游
37493,6,443,1756,1259954,40,1400,717.51367,674.85658,-1.99414,0.01774,16.10457,0,31.766169,0.02443,0.76733,42.880335,马蜂窝旅游
42965,6,443,27,5745,52,1400,212.77778,351.02045,7.10418,2.93442,67.55392,0.000004,1.882918,0.12908,0.36275,3.356015,马蜂窝旅游
49082,6,80,10,1427,52,703,142.7,199.81594,3.93886,2.41803,63.18735,0.000121,9.782042,1.20716,3.03279,10.864434,酷狗音乐
41574,6,443,29,7548,52,1400,260.27586,411.91721,3.37285,2.23939,76.49111,0.000002,39.638777,1.51323,7.33801,42.370439,马蜂窝旅游
41758,6,80,10,1279,52,591,127.9,165.72776,3.84973,2.39634,52.40772,0.000011,0.178682,0.09778,0.06308,0.879991,酷狗音乐
42461,6,443,231,161794,52,1400,700.40693,668.25559,-1.97945,0.08212,43.96799,0,20.08024,0.09765,1.32095,22.460204,马蜂窝旅游
41697,6,443,35,13471,52,1400,384.88571,515.03313,-0.05458,1.31613,87.05649,0.000002,0.239866,0.05413,0.06721,1.840424,马蜂窝旅游
41767,6,443,28,7038,52,1400,251.35714,348.21978,3.0092,1.99171,65.80735,0.000005,0.241497,0.06908,0.07206,1.865059,马蜂窝旅游
45758,6,443,172,114581,52,1400,666.1686,664.58263,-1.94488,0.18692,50.67395,0,19.520285,0.12813,1.48784,21.910174,马蜂窝旅游
38960,6,443,163,110525,52,1400,678.06748,663.52942,-1.95124,0.1528,51.97164,0,10.319891,0.07698,0.80826,12.470128,马蜂窝旅游
42723,6,443,104,65504,52,1400,629.84615,656.27565,-1.87901,0.3025,64.35312,0,35.92074,0.70283,4.85654,72.3916,马蜂窝旅游
37471,6,443,646,436794,40,1400,676.1517,668.91341,-1.96364,0.14454,26.31805,0,33.750884,0.08695,1.51761,56.080775,马蜂窝旅游
41298,6,443,6,328,52,60,54.66667,3.77124,-1.2,0.84853,1.5396,0.075574,2.321189,0.59191,0.86751,2.959547,马蜂窝旅游
41373,6,443,157,102633,52,1400,653.71338,660.03013,-1.92167,0.22764,52.67614,0,9.029683,0.07025,0.72076,10.959673,马蜂窝旅游
47407,6,443,27,6278,40,1400,232.51852,393.44672,3.61944,2.26855,75.71886,0.000001,4.805395,0.23307,0.91728,6.059907,马蜂窝旅游
7700,17,8650,54,52914,89,1144,979.88889,360.04129,2.0206,-2.01763,48.99541,0.000004,0.720816,0.05727,0.13056,3.035193,酷狗音乐
38993,6,80,18,2335,40,807,129.72222,205.34654,4.69628,2.4729,48.40064,0.000003,0.239755,0.06558,0.07344,1.114851,酷狗音乐
37513,6,443,297,193501,40,1400,651.51852,668.41072,-1.93636,0.21573,38.78512,0,31.664224,0.11457,1.83718,33.911415,马蜂窝旅游
7700,17,7700,6,2673,89,1128,445.5,479.23785,-1.19961,0.84605,195.64803,0.157147,1.878853,0.59705,0.64458,2.985257,酷狗音乐
46405,6,80,12,3400,52,1291,283.33333,453.09718,1.47821,1.89822,130.79789,0.000652,9.758181,1.54192,3.06752,16.961105,马蜂窝旅游
37449,6,443,512,338164,40,1400,660.47656,666.01092,-1.94374,0.18959,29.4338,0,25.190587,0.08685,1.31809,44.380638,马蜂窝旅游
41885,6,443,25,6677,52,1400,267.08,437.93159,2.65026,2.10197,87.58632,0.000003,0.309108,0.06059,0.08464,1.45421,马蜂窝旅游
43795,6,443,56,18999,40,1400,339.26786,460.2127,0.92059,1.60415,61.49851,0.000002,59.646818,1.20873,7.95523,66.479953,酷狗音乐
47924,6,443,26,8298,52,1400,319.15385,464.29431,1.06146,1.66316,91.05561,0.000001,0.29205,0.07488,0.0895,1.871884,马蜂窝旅游
47409,6,443,214,143462,52,1400,670.38318,663.32902,-1.94611,0.17535,45.34424,0,26.760253,0.13444,1.829,28.635346,马蜂窝旅游
39022,6,443,27,8158,40,1400,302.14815,472.30583,1.55046,1.82675,90.8953,0.000002,16.320537,0.67713,3.12949,17.605478,马蜂窝旅游
41774,6,443,129,72261,40,1380,560.16279,641.87714,-1.7455,0.48361,56.51413,0,19.151328,0.16715,1.68534,21.394968,马蜂窝旅游
38981,6,80,10,1034,52,350,103.4,101.24841,1.47735,1.85191,32.01756,0.001226,10.0947,1.20236,3.14474,10.821232,酷狗音乐
43047,6,443,28,5798,52,1400,207.07143,345.98534,7.50669,2.99852,65.38508,0,0.247138,0.05889,0.07185,1.59012,马蜂窝旅游
41932,6,80,10,1205,52,521,120.5,146.00223,3.40312,2.28996,46.16996,0.000024,0.315182,0.0978,0.09334,0.88022,酷狗音乐
44231,6,443,29,9191,40,1340,316.93103,470.60284,0.82126,1.64111,87.38875,0,81.441729,4.28171,15.86993,119.887758,马蜂窝旅游
42885,6,443,7,376,52,60,53.71429,2.91373,0.77268,1.58401,1.10128,0.000047,1.125082,0.28085,0.38495,1.685126,马蜂窝旅游
45931,6,80,10,1917,52,1291,191.7,368.81596,5.78701,2.89588,116.62985,0.000158,1.285175,0.23115,0.38494,2.080359,马蜂窝旅游
40722,6,443,20,6002,40,1320,300.1,420.46889,1.16014,1.64083,94.0197,0.000001,3.840541,0.27764,0.84545,5.275149,马蜂窝旅游
37531,6,443,599,395366,40,1400,660.04341,667.66017,-1.94624,0.18801,27.27985,0,20.960152,0.05338,0.87976,31.921551,马蜂窝旅游
38638,6,443,291,207809,40,1400,714.12027,669.95923,-1.98835,0.04101,39.27371,0,34.496878,0.20542,2.41454,59.572099,马蜂窝旅游
37051,6,80,10,1507,52,850,150.7,238.63028,5.21945,2.7402,75.46152,0.000198,1.289791,0.27224,0.37346,2.450204,酷狗音乐
38650,6,80,10,1424,52,700,142.4,198.97497,3.92304,2.41421,62.92141,0.000011,0.958778,0.21947,0.28469,1.975229,酷狗音乐
47792,6,443,29,7520,52,1400,259.31034,412.42906,3.36338,2.23653,76.58615,0.000002,40.656557,1.51711,7.53289,42.479195,马蜂窝旅游
42662,6,443,31,13063,52,1400,421.3871,548.28193,-0.50874,1.15025,98.47434,0.000002,0.335256,0.05082,0.08187,1.524678,马蜂窝旅游
49885,6,443,18,4996,40,1400,277.55556,427.89864,2.68622,2.08963,100.85668,0.000002,0.225269,0.06999,0.07433,1.189794,马蜂窝旅游
38724,6,443,25,9880,52,1400,395.2,525.61613,-0.10318,1.30743,105.12323,0.000004,15.920323,0.73351,3.16774,17.604251,马蜂窝旅游
